latency,weight
1,0
2,0
3,536
4,9551
5,18289
6,15592
7,10347
8,6502
9,4061
10,2692
11,1882
12,1359
13,1046
14,789
15,680
16,495
17,402
18,370
19,333
20,287
21,295
22,260
23,275
24,233
25,226
26,189
27,184
28,196
29,167
30,178
31,206
32,167
33,194
34,163
35,167
36,161
37,161
38,186
39,159
40,188
41,155
42,193
43,219
44,178
45,209
46,200
47,208
48,189
49,157
50,126
51,108
52,90
53,88
54,73
55,66
56,64
57,73
58,68
59,62
60,53
61,52
62,41
63,40
64,43
65,45
66,28
67,38
68,32
69,31
70,29
71,28
72,34
73,25
74,14
75,19
76,16
77,17
78,8
79,10
80,11
81,5
82,5
83,8
84,5
85,3
86,3
87,4
88,2
89,1
90,2
91,4
92,4
93,4
94,1
95,5
96,4
97,0
98,2
99,2
100,1
