latency,weight
1,0
2,0
3,386
4,6435
5,12685
6,11646
7,8014
8,5028
9,3142
10,1957
11,1414
12,986
13,726
14,570
15,427
16,369
17,300
18,275
19,215
20,189
21,164
22,143
23,134
24,124
25,99
26,99
27,79
28,81
29,80
30,76
31,62
32,54
33,55
34,40
35,43
36,56
37,61
38,52
39,57
40,60
41,53
42,66
43,62
44,79
45,63
46,65
47,69
48,76
49,49
50,54
51,37
52,28
53,32
54,28
55,27
56,25
57,21
58,22
59,22
60,22
61,16
62,5
63,20
64,15
65,7
66,10
67,19
68,12
69,26
70,14
71,13
72,21
73,10
74,11
75,17
76,16
77,9
78,7
79,5
80,3
81,6
82,5
83,7
84,2
85,1
86,1
87,5
88,2
89,0
90,1
91,3
92,1
93,2
94,5
95,3
96,3
97,1
98,0
99,0
100,2
