latency,weight
1,0
2,0
3,426
4,7306
5,15218
6,16995
7,13152
8,8642
9,5378
10,3298
11,2052
12,1398
13,914
14,692
15,508
16,443
17,364
18,277
19,225
20,205
21,221
22,195
23,189
24,156
25,154
26,175
27,136
28,138
29,138
30,147
31,146
32,115
33,154
34,130
35,159
36,134
37,123
38,131
39,149
40,131
41,160
42,141
43,150
44,162
45,135
46,155
47,139
48,135
49,173
50,147
51,122
52,111
53,102
54,111
55,99
56,81
57,94
58,87
59,80
60,82
61,59
62,74
63,69
64,70
65,58
66,60
67,60
68,42
69,53
70,47
71,40
72,35
73,33
74,36
75,31
76,27
77,19
78,14
79,16
80,6
81,10
82,5
83,6
84,6
85,9
86,5
87,3
88,6
89,10
90,4
91,4
92,3
93,8
94,1
95,8
96,2
97,10
98,4
99,2
100,4
