latency,weight
1,0
2,0
3,261
4,5737
5,13931
6,16721
7,13797
8,9156
9,5493
10,3147
11,1802
12,1189
13,781
14,544
15,419
16,322
17,297
18,237
19,196
20,196
21,188
22,156
23,165
24,126
25,132
26,146
27,141
28,120
29,138
30,126
31,135
32,125
33,126
34,118
35,149
36,128
37,132
38,130
39,128
40,133
41,156
42,151
43,176
44,162
45,151
46,163
47,181
48,163
49,176
50,164
51,156
52,142
53,163
54,191
55,193
56,191
57,178
58,189
59,171
60,170
61,203
62,147
63,153
64,182
65,156
66,194
67,208
68,210
69,201
70,183
71,171
72,158
73,150
74,138
75,143
76,157
77,138
78,135
79,135
80,110
81,97
82,105
83,79
84,63
85,64
86,44
87,42
88,29
89,37
90,50
91,22
92,20
93,24
94,15
95,17
96,5
97,8
98,9
99,3
100,5
