latency,weight
1,0
2,0
3,437
4,7914
5,16017
6,17104
7,12431
8,8122
9,4746
10,2951
11,1830
12,1270
13,940
14,689
15,551
16,428
17,315
18,308
19,267
20,242
21,225
22,206
23,211
24,203
25,191
26,133
27,152
28,154
29,173
30,150
31,151
32,150
33,154
34,147
35,164
36,167
37,139
38,184
39,155
40,154
41,137
42,156
43,147
44,139
45,137
46,163
47,146
48,140
49,147
50,130
51,117
52,89
53,119
54,110
55,97
56,113
57,83
58,89
59,79
60,73
61,78
62,64
63,79
64,59
65,61
66,48
67,46
68,63
69,48
70,53
71,37
72,55
73,36
74,52
75,26
76,24
77,19
78,20
79,12
80,18
81,13
82,15
83,7
84,9
85,8
86,9
87,4
88,9
89,7
90,3
91,7
92,12
93,7
94,2
95,7
96,7
97,5
98,2
99,3
100,4
