latency,weight
1,0
2,0
3,390
4,6408
5,12606
6,12912
7,9637
8,6366
9,3831
10,2315
11,1479
12,969
13,683
14,516
15,413
16,294
17,248
18,194
19,169
20,143
21,120
22,97
23,81
24,84
25,59
26,60
27,73
28,56
29,45
30,53
31,31
32,45
33,44
34,35
35,42
36,42
37,30
38,48
39,43
40,45
41,27
42,39
43,38
44,42
45,44
46,50
47,43
48,48
49,27
50,39
51,35
52,35
53,21
54,22
55,24
56,22
57,23
58,20
59,23
60,8
61,13
62,10
63,12
64,15
65,15
66,17
67,26
68,18
69,19
70,21
71,15
72,31
73,22
74,19
75,12
76,13
77,12
78,11
79,3
80,5
81,5
82,5
83,3
84,6
85,6
86,5
87,3
88,3
89,2
90,2
91,4
92,3
93,4
94,3
95,4
96,1
97,2
98,3
99,3
100,3
