latency,weight
1,0
2,0
3,433
4,6839
5,13042
6,11955
7,8716
8,5577
9,3481
10,2216
11,1385
12,1015
13,822
14,589
15,459
16,338
17,272
18,252
19,193
20,157
21,141
22,132
23,113
24,103
25,104
26,73
27,85
28,66
29,61
30,79
31,70
32,63
33,40
34,48
35,46
36,55
37,50
38,59
39,46
40,46
41,60
42,40
43,66
44,49
45,64
46,59
47,60
48,50
49,45
50,34
51,26
52,18
53,22
54,12
55,15
56,17
57,13
58,11
59,16
60,11
61,9
62,11
63,19
64,15
65,13
66,21
67,15
68,15
69,24
70,13
71,9
72,11
73,8
74,8
75,9
76,11
77,9
78,4
79,4
80,4
81,4
82,1
83,2
84,1
85,3
86,1
87,4
88,4
89,2
90,3
91,3
92,3
93,2
94,2
95,1
96,4
97,3
98,1
99,3
100,1
