latency,weight
1,0
2,0
3,256
4,6540
5,15554
6,16059
7,12007
8,8302
9,5273
10,3408
11,2289
12,1528
13,1238
14,871
15,695
16,581
17,482
18,465
19,366
20,312
21,278
22,239
23,255
24,267
25,225
26,202
27,245
28,223
29,161
30,208
31,227
32,219
33,214
34,182
35,161
36,155
37,156
38,212
39,227
40,194
41,204
42,192
43,213
44,226
45,209
46,192
47,161
48,205
49,188
50,205
51,187
52,191
53,198
54,174
55,145
56,181
57,133
58,145
59,129
60,146
61,127
62,126
63,134
64,146
65,131
66,142
67,129
68,108
69,89
70,117
71,75
72,85
73,68
74,79
75,62
76,61
77,63
78,45
79,48
80,54
81,42
82,34
83,29
84,18
85,21
86,17
87,21
88,18
89,13
90,13
91,11
92,5
93,9
94,3
95,3
96,6
97,4
98,4
99,7
100,3
