latency,weight
1,0
2,0
3,466
4,7637
5,15659
6,17014
7,13512
8,8672
9,5049
10,2823
11,1721
12,1082
13,728
14,525
15,395
16,274
17,256
18,235
19,185
20,192
21,173
22,138
23,155
24,139
25,139
26,125
27,122
28,112
29,125
30,132
31,123
32,106
33,126
34,119
35,121
36,112
37,144
38,137
39,122
40,131
41,146
42,129
43,141
44,153
45,170
46,165
47,159
48,157
49,136
50,158
51,140
52,136
53,140
54,149
55,161
56,186
57,152
58,143
59,155
60,158
61,168
62,164
63,161
64,150
65,201
66,186
67,194
68,158
69,180
70,172
71,162
72,214
73,191
74,168
75,149
76,141
77,149
78,150
79,129
80,135
81,117
82,122
83,110
84,110
85,84
86,85
87,75
88,72
89,77
90,47
91,48
92,34
93,33
94,29
95,22
96,16
97,21
98,22
99,12
100,8
