requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.5038845182952234,12358.236146851947,100489.32209641449,10843.659828934147,827961.117711933,13136.782344435458,81606
