requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.5484262761564354,13234.55869799077,101860.24816369967,15728.792217556766,1096209.3686250015,16203.656394952053,86451
