latency,weight
1,0
2,0
3,412
4,6465
5,12364
6,12709
7,9456
8,6095
9,3663
10,2243
11,1470
12,964
13,661
14,493
15,348
16,310
17,227
18,168
19,155
20,113
21,117
22,82
23,86
24,87
25,82
26,56
27,57
28,59
29,47
30,35
31,41
32,43
33,29
34,18
35,31
36,31
37,38
38,30
39,51
40,32
41,36
42,41
43,47
44,55
45,54
46,58
47,50
48,68
49,51
50,45
51,28
52,32
53,27
54,20
55,19
56,25
57,23
58,19
59,21
60,6
61,19
62,10
63,23
64,12
65,12
66,13
67,17
68,15
69,21
70,18
71,23
72,25
73,17
74,15
75,18
76,8
77,15
78,7
79,9
80,5
81,2
82,6
83,5
84,5
85,6
86,7
87,2
88,4
89,4
90,3
91,0
92,4
93,4
94,2
95,3
96,3
97,1
98,1
99,4
100,4
