latency,weight
1,0
2,0
3,477
4,9081
5,17451
6,15708
7,11050
8,7065
9,4324
10,2690
11,1768
12,1207
13,916
14,749
15,554
16,417
17,374
18,307
19,286
20,239
21,229
22,234
23,192
24,203
25,170
26,176
27,169
28,159
29,148
30,161
31,117
32,142
33,152
34,143
35,144
36,140
37,159
38,161
39,151
40,148
41,134
42,158
43,196
44,201
45,188
46,214
47,198
48,195
49,161
50,170
51,180
52,160
53,155
54,166
55,164
56,173
57,159
58,164
59,158
60,192
61,163
62,156
63,164
64,164
65,144
66,142
67,147
68,112
69,129
70,129
71,134
72,124
73,140
74,135
75,115
76,99
77,89
78,80
79,75
80,55
81,41
82,68
83,43
84,35
85,49
86,36
87,19
88,15
89,18
90,13
91,19
92,15
93,9
94,7
95,6
96,3
97,5
98,9
99,4
100,5
