latency,weight
1,0
2,0
3,403
4,5756
5,11750
6,13162
7,10033
8,6706
9,4171
10,2412
11,1424
12,938
13,610
14,454
15,345
16,248
17,176
18,190
19,163
20,121
21,94
22,84
23,85
24,76
25,66
26,56
27,70
28,29
29,57
30,47
31,39
32,43
33,41
34,42
35,41
36,38
37,38
38,28
39,33
40,31
41,32
42,37
43,41
44,40
45,51
46,52
47,32
48,42
49,32
50,27
51,24
52,23
53,29
54,19
55,24
56,11
57,13
58,15
59,11
60,8
61,10
62,9
63,12
64,11
65,10
66,13
67,11
68,15
69,15
70,14
71,19
72,14
73,9
74,8
75,11
76,7
77,7
78,0
79,4
80,8
81,3
82,0
83,1
84,1
85,1
86,1
87,1
88,2
89,2
90,1
91,1
92,2
93,1
94,4
95,2
96,2
97,1
98,2
99,0
100,2
