latency,weight
1,0
2,0
3,325
4,6154
5,14337
6,17423
7,14290
8,9350
9,5478
10,3197
11,1886
12,1116
13,780
14,542
15,406
16,345
17,221
18,184
19,164
20,160
21,157
22,154
23,130
24,128
25,151
26,126
27,141
28,119
29,124
30,115
31,119
32,122
33,120
34,133
35,136
36,144
37,156
38,143
39,159
40,156
41,142
42,152
43,144
44,159
45,163
46,169
47,190
48,176
49,181
50,176
51,173
52,167
53,173
54,164
55,179
56,171
57,156
58,139
59,167
60,201
61,148
62,151
63,179
64,167
65,156
66,140
67,152
68,141
69,156
70,141
71,156
72,130
73,132
74,128
75,119
76,103
77,98
78,83
79,74
80,66
81,66
82,48
83,47
84,43
85,33
86,33
87,24
88,31
89,15
90,17
91,18
92,8
93,11
94,13
95,10
96,8
97,7
98,3
99,1
100,6
