latency,weight
1,0
2,0
3,213
4,5849
5,14775
6,15685
7,11983
8,8229
9,5126
10,3294
11,2114
12,1499
13,1117
14,843
15,651
16,518
17,445
18,382
19,339
20,310
21,280
22,190
23,197
24,215
25,189
26,174
27,175
28,188
29,167
30,183
31,168
32,167
33,152
34,144
35,181
36,167
37,157
38,170
39,174
40,170
41,158
42,175
43,198
44,179
45,196
46,193
47,219
48,226
49,193
50,203
51,161
52,195
53,180
54,148
55,154
56,150
57,153
58,160
59,170
60,161
61,157
62,161
63,159
64,137
65,126
66,165
67,119
68,121
69,119
70,121
71,110
72,93
73,108
74,109
75,105
76,88
77,64
78,51
79,30
80,47
81,32
82,25
83,26
84,31
85,22
86,13
87,9
88,10
89,9
90,5
91,10
92,6
93,6
94,5
95,8
96,4
97,2
98,5
99,6
100,3
