requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
SET,1.2501752947648892,40005.408728061186,122197.46192058339,17524.62307849969,1184875.3059567858,42656.47999482206,185402
