requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.378419745630795,20768.678227641176,118091.79154323912,18618.529677274928,1095727.0575168026,19815.314686880152,192083
