PING 10.0.0.5 (10.0.0.5) 56(84) bytes of data.
64 bytes from 10.0.0.5: icmp_seq=1 ttl=64 time=0.895 ms
64 bytes from 10.0.0.5: icmp_seq=2 ttl=64 time=0.845 ms
64 bytes from 10.0.0.5: icmp_seq=3 ttl=64 time=0.974 ms
64 bytes from 10.0.0.5: icmp_seq=4 ttl=64 time=0.869 ms
64 bytes from 10.0.0.5: icmp_seq=5 ttl=64 time=1.19 ms
64 bytes from 10.0.0.5: icmp_seq=6 ttl=64 time=0.791 ms
64 bytes from 10.0.0.5: icmp_seq=7 ttl=64 time=0.823 ms
64 bytes from 10.0.0.5: icmp_seq=8 ttl=64 time=0.874 ms
64 bytes from 10.0.0.5: icmp_seq=9 ttl=64 time=1.03 ms
64 bytes from 10.0.0.5: icmp_seq=10 ttl=64 time=0.910 ms
64 bytes from 10.0.0.5: icmp_seq=11 ttl=64 time=0.767 ms
64 bytes from 10.0.0.5: icmp_seq=12 ttl=64 time=0.776 ms
64 bytes from 10.0.0.5: icmp_seq=13 ttl=64 time=0.895 ms
64 bytes from 10.0.0.5: icmp_seq=14 ttl=64 time=1.14 ms
64 bytes from 10.0.0.5: icmp_seq=15 ttl=64 time=0.738 ms
64 bytes from 10.0.0.5: icmp_seq=16 ttl=64 time=0.714 ms
64 bytes from 10.0.0.5: icmp_seq=17 ttl=64 time=0.749 ms
64 bytes from 10.0.0.5: icmp_seq=18 ttl=64 time=0.871 ms
64 bytes from 10.0.0.5: icmp_seq=19 ttl=64 time=0.864 ms
64 bytes from 10.0.0.5: icmp_seq=20 ttl=64 time=2.26 ms
64 bytes from 10.0.0.5: icmp_seq=21 ttl=64 time=0.769 ms
64 bytes from 10.0.0.5: icmp_seq=22 ttl=64 time=0.959 ms
64 bytes from 10.0.0.5: icmp_seq=23 ttl=64 time=0.828 ms
64 bytes from 10.0.0.5: icmp_seq=24 ttl=64 time=1.09 ms
64 bytes from 10.0.0.5: icmp_seq=25 ttl=64 time=0.807 ms
64 bytes from 10.0.0.5: icmp_seq=26 ttl=64 time=1.08 ms
64 bytes from 10.0.0.5: icmp_seq=27 ttl=64 time=0.737 ms
64 bytes from 10.0.0.5: icmp_seq=28 ttl=64 time=0.920 ms
64 bytes from 10.0.0.5: icmp_seq=29 ttl=64 time=0.985 ms
64 bytes from 10.0.0.5: icmp_seq=30 ttl=64 time=0.905 ms
64 bytes from 10.0.0.5: icmp_seq=31 ttl=64 time=0.718 ms
64 bytes from 10.0.0.5: icmp_seq=32 ttl=64 time=0.679 ms
64 bytes from 10.0.0.5: icmp_seq=33 ttl=64 time=1.23 ms
64 bytes from 10.0.0.5: icmp_seq=34 ttl=64 time=0.842 ms
64 bytes from 10.0.0.5: icmp_seq=35 ttl=64 time=0.902 ms
64 bytes from 10.0.0.5: icmp_seq=36 ttl=64 time=0.893 ms
64 bytes from 10.0.0.5: icmp_seq=37 ttl=64 time=0.782 ms
64 bytes from 10.0.0.5: icmp_seq=38 ttl=64 time=0.942 ms
64 bytes from 10.0.0.5: icmp_seq=39 ttl=64 time=0.802 ms
64 bytes from 10.0.0.5: icmp_seq=40 ttl=64 time=0.927 ms
64 bytes from 10.0.0.5: icmp_seq=41 ttl=64 time=1.90 ms
64 bytes from 10.0.0.5: icmp_seq=42 ttl=64 time=1.00 ms
64 bytes from 10.0.0.5: icmp_seq=43 ttl=64 time=0.901 ms
64 bytes from 10.0.0.5: icmp_seq=44 ttl=64 time=0.949 ms
64 bytes from 10.0.0.5: icmp_seq=45 ttl=64 time=1.15 ms
64 bytes from 10.0.0.5: icmp_seq=46 ttl=64 time=1.02 ms
64 bytes from 10.0.0.5: icmp_seq=47 ttl=64 time=0.847 ms
64 bytes from 10.0.0.5: icmp_seq=48 ttl=64 time=1.09 ms
64 bytes from 10.0.0.5: icmp_seq=49 ttl=64 time=1.13 ms
64 bytes from 10.0.0.5: icmp_seq=50 ttl=64 time=0.915 ms

--- 10.0.0.5 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9930ms
rtt min/avg/max/mdev = 0.679/0.954/2.262/0.270 ms
