PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=1 ttl=64 time=1.45 ms
64 bytes from 10.0.0.8: icmp_seq=2 ttl=64 time=1.11 ms
64 bytes from 10.0.0.8: icmp_seq=3 ttl=64 time=1.13 ms
64 bytes from 10.0.0.8: icmp_seq=4 ttl=64 time=1.32 ms
64 bytes from 10.0.0.8: icmp_seq=5 ttl=64 time=0.946 ms
64 bytes from 10.0.0.8: icmp_seq=6 ttl=64 time=0.973 ms
64 bytes from 10.0.0.8: icmp_seq=7 ttl=64 time=2.74 ms
64 bytes from 10.0.0.8: icmp_seq=8 ttl=64 time=1.05 ms
64 bytes from 10.0.0.8: icmp_seq=9 ttl=64 time=1.00 ms
64 bytes from 10.0.0.8: icmp_seq=10 ttl=64 time=0.932 ms
64 bytes from 10.0.0.8: icmp_seq=11 ttl=64 time=0.768 ms
64 bytes from 10.0.0.8: icmp_seq=12 ttl=64 time=0.751 ms
64 bytes from 10.0.0.8: icmp_seq=13 ttl=64 time=0.964 ms
64 bytes from 10.0.0.8: icmp_seq=14 ttl=64 time=0.849 ms
64 bytes from 10.0.0.8: icmp_seq=15 ttl=64 time=0.982 ms
64 bytes from 10.0.0.8: icmp_seq=16 ttl=64 time=0.861 ms
64 bytes from 10.0.0.8: icmp_seq=17 ttl=64 time=0.901 ms
64 bytes from 10.0.0.8: icmp_seq=18 ttl=64 time=0.905 ms
64 bytes from 10.0.0.8: icmp_seq=19 ttl=64 time=1.60 ms
64 bytes from 10.0.0.8: icmp_seq=20 ttl=64 time=0.923 ms
64 bytes from 10.0.0.8: icmp_seq=21 ttl=64 time=0.820 ms
64 bytes from 10.0.0.8: icmp_seq=22 ttl=64 time=0.925 ms
64 bytes from 10.0.0.8: icmp_seq=23 ttl=64 time=0.810 ms
64 bytes from 10.0.0.8: icmp_seq=24 ttl=64 time=0.760 ms
64 bytes from 10.0.0.8: icmp_seq=25 ttl=64 time=0.829 ms
64 bytes from 10.0.0.8: icmp_seq=26 ttl=64 time=0.781 ms
64 bytes from 10.0.0.8: icmp_seq=27 ttl=64 time=0.907 ms
64 bytes from 10.0.0.8: icmp_seq=28 ttl=64 time=4.16 ms
64 bytes from 10.0.0.8: icmp_seq=29 ttl=64 time=2.22 ms
64 bytes from 10.0.0.8: icmp_seq=30 ttl=64 time=1.00 ms
64 bytes from 10.0.0.8: icmp_seq=31 ttl=64 time=1.25 ms
64 bytes from 10.0.0.8: icmp_seq=32 ttl=64 time=1.05 ms
64 bytes from 10.0.0.8: icmp_seq=33 ttl=64 time=1.15 ms
64 bytes from 10.0.0.8: icmp_seq=34 ttl=64 time=0.912 ms
64 bytes from 10.0.0.8: icmp_seq=35 ttl=64 time=1.16 ms
64 bytes from 10.0.0.8: icmp_seq=36 ttl=64 time=0.914 ms
64 bytes from 10.0.0.8: icmp_seq=37 ttl=64 time=0.732 ms
64 bytes from 10.0.0.8: icmp_seq=38 ttl=64 time=0.996 ms
64 bytes from 10.0.0.8: icmp_seq=39 ttl=64 time=0.953 ms
64 bytes from 10.0.0.8: icmp_seq=40 ttl=64 time=1.33 ms
64 bytes from 10.0.0.8: icmp_seq=41 ttl=64 time=1.31 ms
64 bytes from 10.0.0.8: icmp_seq=42 ttl=64 time=1.11 ms
64 bytes from 10.0.0.8: icmp_seq=43 ttl=64 time=2.79 ms
64 bytes from 10.0.0.8: icmp_seq=44 ttl=64 time=0.756 ms
64 bytes from 10.0.0.8: icmp_seq=45 ttl=64 time=1.00 ms
64 bytes from 10.0.0.8: icmp_seq=46 ttl=64 time=1.12 ms
64 bytes from 10.0.0.8: icmp_seq=47 ttl=64 time=2.72 ms
64 bytes from 10.0.0.8: icmp_seq=48 ttl=64 time=0.997 ms
64 bytes from 10.0.0.8: icmp_seq=49 ttl=64 time=0.990 ms
64 bytes from 10.0.0.8: icmp_seq=50 ttl=64 time=1.13 ms

--- 10.0.0.8 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9884ms
rtt min/avg/max/mdev = 0.732/1.197/4.166/0.640 ms
