requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
SET,102.3274025281054,24567.807208964285,22854996.3239802,12625.521452096635,1698715.7347550092,42989.390870117204,271745
