latency,weight
1,0
2,0
3,27
4,2880
5,10578
6,12605
7,14663
8,15316
9,11550
10,7746
11,4846
12,3118
13,1999
14,1496
15,1049
16,766
17,609
18,491
19,373
20,328
21,253
22,235
23,231
24,161
25,141
26,119
27,131
28,139
29,112
30,104
31,108
32,99
33,91
34,77
35,89
36,88
37,93
38,78
39,85
40,66
41,66
42,81
43,76
44,59
45,63
46,66
47,50
48,46
49,34
50,27
51,22
52,33
53,25
54,26
55,32
56,29
57,18
58,32
59,24
60,20
61,32
62,31
63,36
64,30
65,27
66,40
67,33
68,49
69,31
70,33
71,40
72,37
73,32
74,38
75,29
76,32
77,35
78,39
79,22
80,20
81,18
82,24
83,16
84,11
85,11
86,10
87,11
88,9
89,8
90,8
91,8
92,10
93,8
94,4
95,3
96,5
97,3
98,2
99,2
100,1
