latency,weight
1,0
2,0
3,14
4,3323
5,16274
6,20286
7,22161
8,24242
9,20584
10,15404
11,10647
12,7679
13,5699
14,4255
15,3317
16,2575
17,2031
18,1554
19,1252
20,976
21,912
22,805
23,673
24,576
25,546
26,473
27,472
28,471
29,440
30,383
31,365
32,372
33,365
34,302
35,285
36,299
37,306
38,331
39,312
40,350
41,340
42,366
43,342
44,273
45,262
46,228
47,213
48,172
49,134
50,103
51,103
52,82
53,85
54,73
55,80
56,61
57,54
58,62
59,58
60,60
61,56
62,50
63,53
64,37
65,42
66,52
67,46
68,39
69,48
70,31
71,32
72,32
73,40
74,27
75,26
76,37
77,33
78,30
79,36
80,24
81,31
82,22
83,18
84,13
85,10
86,8
87,23
88,14
89,8
90,10
91,15
92,10
93,7
94,8
95,4
96,7
97,6
98,4
99,3
100,7
