latency,weight
1,0
2,0
3,10
4,3208
5,16740
6,21372
7,22624
8,24629
9,21334
10,15950
11,11329
12,8222
13,6278
14,4693
15,3609
16,2775
17,2052
18,1620
19,1254
20,1067
21,894
22,685
23,583
24,514
25,487
26,396
27,376
28,350
29,332
30,287
31,246
32,265
33,245
34,245
35,229
36,213
37,201
38,211
39,199
40,227
41,191
42,174
43,165
44,158
45,135
46,126
47,123
48,117
49,85
50,79
51,75
52,68
53,72
54,74
55,60
56,51
57,63
58,58
59,60
60,57
61,54
62,62
63,52
64,66
65,63
66,49
67,55
68,49
69,45
70,54
71,53
72,40
73,39
74,36
75,39
76,26
77,38
78,24
79,38
80,26
81,27
82,25
83,22
84,16
85,27
86,28
87,16
88,13
89,13
90,12
91,11
92,7
93,9
94,9
95,3
96,4
97,5
98,10
99,6
100,6
