latency,weight
1,0
2,0
3,1
4,1610
5,14066
6,24390
7,23242
8,17849
9,12675
10,9136
11,6597
12,5085
13,3983
14,3134
15,2520
16,1980
17,1651
18,1397
19,1194
20,967
21,916
22,845
23,729
24,667
25,660
26,632
27,558
28,531
29,538
30,534
31,500
32,456
33,507
34,450
35,481
36,518
37,525
38,512
39,533
40,593
41,587
42,595
43,630
44,566
45,492
46,447
47,366
48,335
49,270
50,233
51,224
52,171
53,149
54,142
55,111
56,119
57,106
58,93
59,86
60,91
61,89
62,90
63,66
64,76
65,73
66,83
67,45
68,62
69,50
70,49
71,62
72,52
73,44
74,48
75,45
76,40
77,51
78,35
79,44
80,29
81,35
82,25
83,24
84,17
85,20
86,20
87,13
88,11
89,12
90,13
91,10
92,16
93,22
94,11
95,7
96,13
97,11
98,10
99,6
100,7
