latency,weight
1,0
2,0
3,26
4,3582
5,17010
6,20795
7,23729
8,25926
9,21850
10,15552
11,10522
12,7572
13,5537
14,4207
15,3099
16,2409
17,1853
18,1491
19,1094
20,927
21,713
22,631
23,504
24,447
25,379
26,342
27,306
28,240
29,237
30,204
31,194
32,213
33,186
34,156
35,180
36,147
37,148
38,149
39,134
40,134
41,118
42,127
43,110
44,112
45,85
46,86
47,83
48,77
49,63
50,62
51,43
52,53
53,53
54,57
55,46
56,45
57,44
58,45
59,35
60,53
61,41
62,44
63,50
64,47
65,36
66,41
67,32
68,50
69,38
70,46
71,36
72,24
73,32
74,16
75,27
76,30
77,29
78,23
79,23
80,29
81,21
82,18
83,18
84,17
85,11
86,15
87,13
88,8
89,4
90,4
91,7
92,16
93,9
94,11
95,3
96,13
97,6
98,5
99,7
100,5
