latency,weight
1,0
2,0
3,3
4,1176
5,9995
6,17907
7,17360
8,13775
9,10434
10,7621
11,5963
12,4396
13,3564
14,2816
15,2154
16,1732
17,1286
18,1123
19,989
20,808
21,728
22,641
23,569
24,565
25,508
26,467
27,461
28,452
29,429
30,392
31,363
32,407
33,402
34,387
35,400
36,391
37,399
38,424
39,441
40,431
41,451
42,424
43,455
44,422
45,395
46,368
47,301
48,246
49,225
50,182
51,148
52,141
53,115
54,106
55,93
56,91
57,97
58,86
59,83
60,73
61,82
62,65
63,60
64,63
65,64
66,71
67,55
68,43
69,48
70,54
71,42
72,44
73,38
74,38
75,39
76,42
77,42
78,34
79,27
80,39
81,22
82,18
83,14
84,30
85,13
86,17
87,15
88,10
89,11
90,14
91,12
92,13
93,9
94,9
95,13
96,5
97,12
98,6
99,6
100,8
