latency,weight
1,0
2,0
3,0
4,1036
5,9777
6,17536
7,17736
8,14277
9,10775
10,8050
11,6313
12,4941
13,3824
14,3072
15,2612
16,2140
17,1773
18,1463
19,1287
20,1074
21,930
22,894
23,804
24,777
25,763
26,637
27,663
28,580
29,579
30,564
31,541
32,574
33,551
34,577
35,577
36,622
37,562
38,610
39,564
40,598
41,656
42,653
43,665
44,723
45,588
46,531
47,441
48,429
49,360
50,272
51,210
52,202
53,162
54,169
55,129
56,120
57,114
58,121
59,114
60,91
61,91
62,103
63,99
64,96
65,96
66,70
67,79
68,89
69,71
70,68
71,60
72,52
73,67
74,57
75,58
76,43
77,44
78,48
79,25
80,50
81,41
82,24
83,27
84,29
85,12
86,21
87,25
88,14
89,25
90,16
91,20
92,19
93,11
94,10
95,5
96,10
97,8
98,10
99,7
100,3
