requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.401385995493389,17287.434873800717,139017.83854144524,24083.867614755607,1053736.1625993792,18172.953587574226,141126
