latency,weight
1,0
2,0
3,18
4,3716
5,17160
6,22097
7,25481
8,27668
9,23561
10,16427
11,11163
12,7753
13,5607
14,4246
15,3192
16,2395
17,1838
18,1448
19,1129
20,937
21,742
22,643
23,531
24,426
25,399
26,359
27,284
28,284
29,244
30,235
31,185
32,193
33,226
34,174
35,174
36,180
37,161
38,147
39,142
40,138
41,159
42,146
43,132
44,109
45,109
46,114
47,93
48,76
49,107
50,54
51,73
52,58
53,59
54,46
55,51
56,52
57,53
58,58
59,62
60,37
61,45
62,49
63,46
64,40
65,55
66,40
67,37
68,37
69,40
70,53
71,48
72,35
73,39
74,33
75,30
76,27
77,27
78,15
79,30
80,17
81,25
82,19
83,16
84,5
85,17
86,3
87,12
88,20
89,11
90,11
91,9
92,10
93,13
94,8
95,8
96,7
97,9
98,5
99,7
100,5
