latency,weight
1,0
2,0
3,1
4,584
5,5224
6,9389
7,9241
8,7602
9,5854
10,4182
11,3405
12,2621
13,2127
14,1737
15,1390
16,1191
17,875
18,723
19,666
20,590
21,486
22,450
23,424
24,332
25,343
26,324
27,317
28,300
29,296
30,308
31,266
32,288
33,259
34,252
35,291
36,279
37,320
38,320
39,360
40,333
41,346
42,384
43,294
44,319
45,289
46,257
47,209
48,202
49,160
50,123
51,131
52,114
53,86
54,64
55,69
56,61
57,57
58,59
59,39
60,54
61,48
62,42
63,45
64,49
65,36
66,52
67,44
68,35
69,41
70,40
71,32
72,26
73,41
74,23
75,28
76,30
77,30
78,25
79,28
80,33
81,14
82,20
83,18
84,16
85,11
86,10
87,17
88,11
89,12
90,5
91,6
92,8
93,10
94,9
95,2
96,3
97,5
98,2
99,3
100,4
