latency,weight
1,0
2,0
3,16
4,2357
5,9988
6,11948
7,12778
8,12857
9,10675
10,7931
11,5686
12,4122
13,2968
14,2298
15,1822
16,1318
17,952
18,785
19,616
20,458
21,371
22,330
23,279
24,251
25,194
26,164
27,118
28,148
29,136
30,103
31,115
32,109
33,94
34,104
35,88
36,83
37,85
38,75
39,85
40,71
41,57
42,63
43,60
44,53
45,48
46,47
47,43
48,36
49,44
50,26
51,29
52,17
53,15
54,17
55,22
56,14
57,22
58,17
59,21
60,14
61,21
62,16
63,18
64,14
65,14
66,17
67,22
68,9
69,25
70,13
71,22
72,20
73,28
74,20
75,15
76,6
77,23
78,20
79,20
80,25
81,12
82,14
83,12
84,9
85,17
86,8
87,11
88,6
89,6
90,11
91,8
92,1
93,8
94,5
95,3
96,5
97,4
98,2
99,1
100,0
