latency,weight
1,0
2,0
3,28
4,3871
5,17161
6,20105
7,23462
8,25510
9,21227
10,14955
11,10181
12,7180
13,5281
14,4041
15,3190
16,2395
17,1840
18,1457
19,1131
20,944
21,819
22,632
23,582
24,491
25,463
26,396
27,317
28,290
29,290
30,285
31,278
32,207
33,249
34,224
35,203
36,199
37,188
38,201
39,187
40,185
41,188
42,173
43,176
44,168
45,158
46,112
47,101
48,97
49,102
50,79
51,77
52,74
53,62
54,54
55,49
56,54
57,51
58,36
59,55
60,34
61,59
62,45
63,35
64,35
65,44
66,44
67,44
68,53
69,46
70,31
71,26
72,37
73,22
74,36
75,38
76,33
77,34
78,36
79,22
80,29
81,24
82,14
83,11
84,9
85,14
86,12
87,9
88,13
89,13
90,9
91,12
92,10
93,8
94,8
95,11
96,7
97,6
98,3
99,2
100,0
