latency,weight
1,0
2,0
3,14
4,3187
5,15702
6,19789
7,20796
8,22795
9,20364
10,15576
11,11186
12,8136
13,6167
14,4737
15,3482
16,2703
17,2031
18,1584
19,1213
20,981
21,837
22,614
23,536
24,478
25,372
26,345
27,344
28,317
29,256
30,266
31,193
32,193
33,239
34,162
35,150
36,164
37,162
38,148
39,138
40,112
41,123
42,141
43,120
44,113
45,111
46,89
47,86
48,72
49,68
50,75
51,63
52,53
53,40
54,49
55,39
56,52
57,49
58,43
59,44
60,57
61,34
62,33
63,41
64,49
65,31
66,46
67,35
68,45
69,39
70,49
71,46
72,48
73,30
74,26
75,26
76,26
77,26
78,19
79,23
80,24
81,24
82,17
83,20
84,15
85,12
86,9
87,13
88,17
89,12
90,13
91,13
92,8
93,5
94,17
95,3
96,11
97,4
98,3
99,2
100,1
