latency,weight
1,0
2,0
3,19
4,4166
5,18220
6,22200
7,25591
8,27406
9,22099
10,15247
11,10417
12,7210
13,5384
14,4075
15,3177
16,2417
17,1882
18,1503
19,1166
20,964
21,810
22,715
23,642
24,510
25,421
26,402
27,386
28,320
29,327
30,293
31,264
32,247
33,288
34,256
35,273
36,257
37,265
38,233
39,221
40,232
41,189
42,196
43,168
44,155
45,127
46,135
47,94
48,99
49,86
50,78
51,68
52,78
53,55
54,73
55,57
56,58
57,58
58,54
59,36
60,33
61,35
62,40
63,48
64,36
65,57
66,40
67,41
68,41
69,50
70,45
71,47
72,30
73,50
74,34
75,33
76,29
77,33
78,34
79,28
80,20
81,20
82,16
83,14
84,16
85,15
86,17
87,16
88,17
89,12
90,12
91,13
92,13
93,9
94,9
95,9
96,5
97,3
98,6
99,7
100,4
