latency,weight
1,0
2,0
3,4
4,1995
5,15958
6,25687
7,23759
8,17995
9,12793
10,9016
11,6898
12,5180
13,4111
14,3405
15,2653
16,2164
17,1674
18,1352
19,1109
20,971
21,794
22,741
23,637
24,581
25,544
26,496
27,435
28,475
29,463
30,411
31,426
32,397
33,425
34,392
35,382
36,374
37,392
38,378
39,422
40,409
41,433
42,424
43,474
44,408
45,368
46,325
47,290
48,297
49,223
50,197
51,156
52,125
53,113
54,97
55,90
56,71
57,68
58,80
59,79
60,66
61,75
62,77
63,60
64,65
65,48
66,49
67,62
68,51
69,53
70,53
71,63
72,50
73,60
74,51
75,36
76,40
77,30
78,37
79,34
80,26
81,25
82,23
83,19
84,17
85,15
86,12
87,16
88,27
89,10
90,11
91,14
92,12
93,10
94,10
95,11
96,13
97,6
98,5
99,5
100,5
