latency,weight
1,0
2,0
3,8
4,1761
5,8208
6,10703
7,11338
8,12107
9,10661
10,8001
11,5855
12,4312
13,3235
14,2452
15,1873
16,1370
17,1072
18,780
19,608
20,525
21,406
22,329
23,266
24,252
25,205
26,185
27,165
28,144
29,108
30,122
31,100
32,105
33,115
34,102
35,92
36,112
37,98
38,105
39,91
40,109
41,103
42,92
43,92
44,73
45,77
46,50
47,78
48,51
49,55
50,36
51,39
52,42
53,44
54,31
55,27
56,36
57,29
58,27
59,16
60,18
61,21
62,21
63,19
64,23
65,22
66,16
67,26
68,19
69,21
70,30
71,32
72,20
73,20
74,16
75,17
76,21
77,9
78,18
79,13
80,24
81,15
82,13
83,10
84,12
85,5
86,14
87,7
88,7
89,10
90,8
91,7
92,9
93,9
94,6
95,1
96,3
97,1
98,5
99,1
100,3
