latency,weight
1,0
2,0
3,8
4,1976
5,16108
6,27955
7,26390
8,20207
9,14169
10,10027
11,7366
12,5846
13,4647
14,3563
15,2764
16,2324
17,1886
18,1494
19,1254
20,1062
21,891
22,833
23,734
24,634
25,594
26,535
27,484
28,485
29,455
30,429
31,424
32,379
33,372
34,405
35,397
36,377
37,369
38,396
39,365
40,413
41,389
42,383
43,432
44,404
45,370
46,294
47,251
48,215
49,197
50,149
51,143
52,138
53,129
54,103
55,96
56,94
57,72
58,69
59,63
60,83
61,62
62,59
63,57
64,66
65,49
66,69
67,53
68,58
69,65
70,63
71,54
72,52
73,59
74,40
75,35
76,45
77,36
78,38
79,39
80,24
81,31
82,24
83,12
84,26
85,28
86,23
87,20
88,27
89,16
90,15
91,20
92,8
93,8
94,11
95,8
96,7
97,5
98,6
99,6
100,10
