latency,weight
1,0
2,0
3,32
4,3919
5,15903
6,19513
7,22623
8,23594
9,18480
10,12137
11,7410
12,4886
13,3092
14,2260
15,1653
16,1286
17,1003
18,834
19,658
20,556
21,473
22,446
23,376
24,352
25,352
26,327
27,310
28,274
29,267
30,257
31,253
32,221
33,216
34,221
35,198
36,204
37,195
38,221
39,198
40,235
41,181
42,176
43,188
44,168
45,166
46,113
47,103
48,103
49,79
50,65
51,77
52,79
53,61
54,55
55,56
56,59
57,52
58,49
59,48
60,52
61,45
62,51
63,51
64,40
65,46
66,53
67,48
68,48
69,33
70,35
71,36
72,36
73,36
74,43
75,32
76,27
77,37
78,27
79,31
80,25
81,12
82,16
83,18
84,13
85,8
86,12
87,13
88,14
89,14
90,10
91,9
92,8
93,7
94,4
95,9
96,6
97,9
98,3
99,10
100,4
