requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
SET,3.133142073838085,35775.84630159401,225551.49074043974,29532.615926010207,3304470.8664488583,64797.13750365723,369132
