PING 10.0.0.9 (10.0.0.9) 56(84) bytes of data.
64 bytes from 10.0.0.9: icmp_seq=1 ttl=64 time=1.41 ms
64 bytes from 10.0.0.9: icmp_seq=2 ttl=64 time=0.742 ms
64 bytes from 10.0.0.9: icmp_seq=3 ttl=64 time=0.737 ms
64 bytes from 10.0.0.9: icmp_seq=4 ttl=64 time=1.05 ms
64 bytes from 10.0.0.9: icmp_seq=5 ttl=64 time=0.668 ms
64 bytes from 10.0.0.9: icmp_seq=6 ttl=64 time=0.920 ms
64 bytes from 10.0.0.9: icmp_seq=7 ttl=64 time=0.711 ms
64 bytes from 10.0.0.9: icmp_seq=8 ttl=64 time=0.693 ms
64 bytes from 10.0.0.9: icmp_seq=9 ttl=64 time=0.864 ms
64 bytes from 10.0.0.9: icmp_seq=10 ttl=64 time=0.651 ms
64 bytes from 10.0.0.9: icmp_seq=11 ttl=64 time=0.737 ms
64 bytes from 10.0.0.9: icmp_seq=12 ttl=64 time=0.701 ms
64 bytes from 10.0.0.9: icmp_seq=13 ttl=64 time=0.666 ms
64 bytes from 10.0.0.9: icmp_seq=14 ttl=64 time=0.748 ms
64 bytes from 10.0.0.9: icmp_seq=15 ttl=64 time=0.978 ms
64 bytes from 10.0.0.9: icmp_seq=16 ttl=64 time=0.851 ms
64 bytes from 10.0.0.9: icmp_seq=17 ttl=64 time=0.825 ms
64 bytes from 10.0.0.9: icmp_seq=18 ttl=64 time=0.845 ms
64 bytes from 10.0.0.9: icmp_seq=19 ttl=64 time=0.717 ms
64 bytes from 10.0.0.9: icmp_seq=20 ttl=64 time=0.759 ms
64 bytes from 10.0.0.9: icmp_seq=21 ttl=64 time=1.04 ms
64 bytes from 10.0.0.9: icmp_seq=22 ttl=64 time=0.632 ms
64 bytes from 10.0.0.9: icmp_seq=23 ttl=64 time=0.749 ms
64 bytes from 10.0.0.9: icmp_seq=24 ttl=64 time=0.898 ms
64 bytes from 10.0.0.9: icmp_seq=25 ttl=64 time=0.630 ms
64 bytes from 10.0.0.9: icmp_seq=26 ttl=64 time=0.563 ms
64 bytes from 10.0.0.9: icmp_seq=27 ttl=64 time=5.08 ms
64 bytes from 10.0.0.9: icmp_seq=28 ttl=64 time=0.892 ms
64 bytes from 10.0.0.9: icmp_seq=29 ttl=64 time=0.731 ms
64 bytes from 10.0.0.9: icmp_seq=30 ttl=64 time=0.920 ms
64 bytes from 10.0.0.9: icmp_seq=31 ttl=64 time=0.724 ms
64 bytes from 10.0.0.9: icmp_seq=32 ttl=64 time=0.809 ms
64 bytes from 10.0.0.9: icmp_seq=33 ttl=64 time=0.721 ms
64 bytes from 10.0.0.9: icmp_seq=34 ttl=64 time=0.850 ms
64 bytes from 10.0.0.9: icmp_seq=35 ttl=64 time=0.619 ms
64 bytes from 10.0.0.9: icmp_seq=36 ttl=64 time=0.513 ms
64 bytes from 10.0.0.9: icmp_seq=37 ttl=64 time=1.12 ms
64 bytes from 10.0.0.9: icmp_seq=38 ttl=64 time=0.723 ms
64 bytes from 10.0.0.9: icmp_seq=39 ttl=64 time=0.835 ms
64 bytes from 10.0.0.9: icmp_seq=40 ttl=64 time=0.625 ms
64 bytes from 10.0.0.9: icmp_seq=41 ttl=64 time=0.777 ms
64 bytes from 10.0.0.9: icmp_seq=42 ttl=64 time=0.742 ms
64 bytes from 10.0.0.9: icmp_seq=43 ttl=64 time=0.911 ms
64 bytes from 10.0.0.9: icmp_seq=44 ttl=64 time=1.88 ms
64 bytes from 10.0.0.9: icmp_seq=45 ttl=64 time=1.04 ms
64 bytes from 10.0.0.9: icmp_seq=46 ttl=64 time=0.896 ms
64 bytes from 10.0.0.9: icmp_seq=47 ttl=64 time=0.783 ms
64 bytes from 10.0.0.9: icmp_seq=48 ttl=64 time=0.766 ms
64 bytes from 10.0.0.9: icmp_seq=49 ttl=64 time=0.678 ms
64 bytes from 10.0.0.9: icmp_seq=50 ttl=64 time=0.569 ms

--- 10.0.0.9 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9964ms
rtt min/avg/max/mdev = 0.513/0.900/5.089/0.637 ms
