PING 10.0.0.6 (10.0.0.6) 56(84) bytes of data.
64 bytes from 10.0.0.6: icmp_seq=1 ttl=64 time=0.551 ms
64 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=0.791 ms
64 bytes from 10.0.0.6: icmp_seq=3 ttl=64 time=0.602 ms
64 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=0.624 ms
64 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=0.800 ms
64 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=1.14 ms
64 bytes from 10.0.0.6: icmp_seq=7 ttl=64 time=0.658 ms
64 bytes from 10.0.0.6: icmp_seq=8 ttl=64 time=0.583 ms
64 bytes from 10.0.0.6: icmp_seq=9 ttl=64 time=0.506 ms
64 bytes from 10.0.0.6: icmp_seq=10 ttl=64 time=0.857 ms
64 bytes from 10.0.0.6: icmp_seq=11 ttl=64 time=0.944 ms
64 bytes from 10.0.0.6: icmp_seq=12 ttl=64 time=1.32 ms
64 bytes from 10.0.0.6: icmp_seq=13 ttl=64 time=0.830 ms
64 bytes from 10.0.0.6: icmp_seq=14 ttl=64 time=0.695 ms
64 bytes from 10.0.0.6: icmp_seq=15 ttl=64 time=0.635 ms
64 bytes from 10.0.0.6: icmp_seq=16 ttl=64 time=0.667 ms
64 bytes from 10.0.0.6: icmp_seq=17 ttl=64 time=0.734 ms
64 bytes from 10.0.0.6: icmp_seq=18 ttl=64 time=0.566 ms
64 bytes from 10.0.0.6: icmp_seq=19 ttl=64 time=0.530 ms
64 bytes from 10.0.0.6: icmp_seq=20 ttl=64 time=0.718 ms
64 bytes from 10.0.0.6: icmp_seq=21 ttl=64 time=0.683 ms
64 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=0.701 ms
64 bytes from 10.0.0.6: icmp_seq=23 ttl=64 time=0.938 ms
64 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=0.603 ms
64 bytes from 10.0.0.6: icmp_seq=25 ttl=64 time=0.769 ms
64 bytes from 10.0.0.6: icmp_seq=26 ttl=64 time=0.923 ms
64 bytes from 10.0.0.6: icmp_seq=27 ttl=64 time=0.621 ms
64 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=0.697 ms
64 bytes from 10.0.0.6: icmp_seq=29 ttl=64 time=0.767 ms
64 bytes from 10.0.0.6: icmp_seq=30 ttl=64 time=0.694 ms
64 bytes from 10.0.0.6: icmp_seq=31 ttl=64 time=0.701 ms
64 bytes from 10.0.0.6: icmp_seq=32 ttl=64 time=0.561 ms
64 bytes from 10.0.0.6: icmp_seq=33 ttl=64 time=0.608 ms
64 bytes from 10.0.0.6: icmp_seq=34 ttl=64 time=0.634 ms
64 bytes from 10.0.0.6: icmp_seq=35 ttl=64 time=1.31 ms
64 bytes from 10.0.0.6: icmp_seq=36 ttl=64 time=0.659 ms
64 bytes from 10.0.0.6: icmp_seq=37 ttl=64 time=0.808 ms
64 bytes from 10.0.0.6: icmp_seq=38 ttl=64 time=0.662 ms
64 bytes from 10.0.0.6: icmp_seq=39 ttl=64 time=0.941 ms
64 bytes from 10.0.0.6: icmp_seq=40 ttl=64 time=6.78 ms
64 bytes from 10.0.0.6: icmp_seq=41 ttl=64 time=0.694 ms
64 bytes from 10.0.0.6: icmp_seq=42 ttl=64 time=0.718 ms
64 bytes from 10.0.0.6: icmp_seq=43 ttl=64 time=0.526 ms
64 bytes from 10.0.0.6: icmp_seq=44 ttl=64 time=0.632 ms
64 bytes from 10.0.0.6: icmp_seq=45 ttl=64 time=0.548 ms
64 bytes from 10.0.0.6: icmp_seq=46 ttl=64 time=0.766 ms
64 bytes from 10.0.0.6: icmp_seq=47 ttl=64 time=0.758 ms
64 bytes from 10.0.0.6: icmp_seq=48 ttl=64 time=0.828 ms
64 bytes from 10.0.0.6: icmp_seq=49 ttl=64 time=0.575 ms
64 bytes from 10.0.0.6: icmp_seq=50 ttl=64 time=0.630 ms

--- 10.0.0.6 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9968ms
rtt min/avg/max/mdev = 0.506/0.850/6.782/0.865 ms
