PING 10.0.0.6 (10.0.0.6) 56(84) bytes of data.
64 bytes from 10.0.0.6: icmp_seq=1 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=0.580 ms
64 bytes from 10.0.0.6: icmp_seq=3 ttl=64 time=1.42 ms
64 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=0.453 ms
64 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=0.770 ms
64 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=0.536 ms
64 bytes from 10.0.0.6: icmp_seq=7 ttl=64 time=0.610 ms
64 bytes from 10.0.0.6: icmp_seq=8 ttl=64 time=0.812 ms
64 bytes from 10.0.0.6: icmp_seq=9 ttl=64 time=0.606 ms
64 bytes from 10.0.0.6: icmp_seq=10 ttl=64 time=0.671 ms
64 bytes from 10.0.0.6: icmp_seq=11 ttl=64 time=0.689 ms
64 bytes from 10.0.0.6: icmp_seq=12 ttl=64 time=0.605 ms
64 bytes from 10.0.0.6: icmp_seq=13 ttl=64 time=0.713 ms
64 bytes from 10.0.0.6: icmp_seq=14 ttl=64 time=0.781 ms
64 bytes from 10.0.0.6: icmp_seq=15 ttl=64 time=0.601 ms
64 bytes from 10.0.0.6: icmp_seq=16 ttl=64 time=0.730 ms
64 bytes from 10.0.0.6: icmp_seq=17 ttl=64 time=0.694 ms
64 bytes from 10.0.0.6: icmp_seq=18 ttl=64 time=0.481 ms
64 bytes from 10.0.0.6: icmp_seq=19 ttl=64 time=0.689 ms
64 bytes from 10.0.0.6: icmp_seq=20 ttl=64 time=0.463 ms
64 bytes from 10.0.0.6: icmp_seq=21 ttl=64 time=0.710 ms
64 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=0.772 ms
64 bytes from 10.0.0.6: icmp_seq=23 ttl=64 time=0.599 ms
64 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=0.813 ms
64 bytes from 10.0.0.6: icmp_seq=25 ttl=64 time=0.851 ms
64 bytes from 10.0.0.6: icmp_seq=26 ttl=64 time=0.473 ms
64 bytes from 10.0.0.6: icmp_seq=27 ttl=64 time=0.600 ms
64 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=0.714 ms
64 bytes from 10.0.0.6: icmp_seq=29 ttl=64 time=1.21 ms
64 bytes from 10.0.0.6: icmp_seq=30 ttl=64 time=0.768 ms
64 bytes from 10.0.0.6: icmp_seq=31 ttl=64 time=0.936 ms
64 bytes from 10.0.0.6: icmp_seq=32 ttl=64 time=0.557 ms
64 bytes from 10.0.0.6: icmp_seq=33 ttl=64 time=0.606 ms
64 bytes from 10.0.0.6: icmp_seq=34 ttl=64 time=0.697 ms
64 bytes from 10.0.0.6: icmp_seq=35 ttl=64 time=0.586 ms
64 bytes from 10.0.0.6: icmp_seq=36 ttl=64 time=0.705 ms
64 bytes from 10.0.0.6: icmp_seq=37 ttl=64 time=0.501 ms
64 bytes from 10.0.0.6: icmp_seq=38 ttl=64 time=0.703 ms
64 bytes from 10.0.0.6: icmp_seq=39 ttl=64 time=0.491 ms
64 bytes from 10.0.0.6: icmp_seq=40 ttl=64 time=0.504 ms
64 bytes from 10.0.0.6: icmp_seq=41 ttl=64 time=0.574 ms
64 bytes from 10.0.0.6: icmp_seq=42 ttl=64 time=0.731 ms
64 bytes from 10.0.0.6: icmp_seq=43 ttl=64 time=0.576 ms
64 bytes from 10.0.0.6: icmp_seq=44 ttl=64 time=0.554 ms
64 bytes from 10.0.0.6: icmp_seq=45 ttl=64 time=0.570 ms
64 bytes from 10.0.0.6: icmp_seq=46 ttl=64 time=0.614 ms
64 bytes from 10.0.0.6: icmp_seq=47 ttl=64 time=0.555 ms
64 bytes from 10.0.0.6: icmp_seq=48 ttl=64 time=0.651 ms
64 bytes from 10.0.0.6: icmp_seq=49 ttl=64 time=0.673 ms
64 bytes from 10.0.0.6: icmp_seq=50 ttl=64 time=0.652 ms

--- 10.0.0.6 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9986ms
rtt min/avg/max/mdev = 0.453/0.677/1.421/0.176 ms
