requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
SET,97.91459916914252,37818.081808165385,15781654.579214415,42024.02896854489,4703585.948534424,104236.72710961917,466506
